placeDcid,placeName,Date:Percent_Person_WithMentalHealthNotGood,Value:Percent_Person_WithMentalHealthNotGood,Source:Percent_Person_WithMentalHealthNotGood,Date:Percent_Person_WithPhysicalHealthNotGood,Value:Percent_Person_WithPhysicalHealthNotGood,Source:Percent_Person_WithPhysicalHealthNotGood,Date:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Value:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Source:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Date:Percent_Person_WithStroke,Value:Percent_Person_WithStroke,Source:Percent_Person_WithStroke
geoId/30021,Dawson County,2022,18,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,16.3,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/30023,Deer Lodge County,2022,17.5,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,16.6,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/30025,Fallon County,2022,17.2,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/30027,Fergus County,2022,16.8,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,15.1,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/30029,Flathead County,2022,18.1,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,16.6,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/30031,Gallatin County,2022,15.4,https://www.cdc.gov/places/index.html,2022,10.3,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/30033,Garfield County,2022,18.7,https://www.cdc.gov/places/index.html,2022,12.9,https://www.cdc.gov/places/index.html,2022,17,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/30035,Glacier County,2022,25.2,https://www.cdc.gov/places/index.html,2022,21,https://www.cdc.gov/places/index.html,2022,31.5,https://www.cdc.gov/places/index.html,2022,5.8,https://www.cdc.gov/places/index.html
geoId/30037,Golden Valley County,2022,19.6,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,20.4,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/30039,Granite County,2022,17.6,https://www.cdc.gov/places/index.html,2022,12.9,https://www.cdc.gov/places/index.html,2022,17.1,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/30041,Hill County,2022,18.8,https://www.cdc.gov/places/index.html,2022,14.4,https://www.cdc.gov/places/index.html,2022,18.9,https://www.cdc.gov/places/index.html,2022,3.7,https://www.cdc.gov/places/index.html
geoId/30043,Jefferson County,2022,16.7,https://www.cdc.gov/places/index.html,2022,11.2,https://www.cdc.gov/places/index.html,2022,13.8,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/30045,Judith Basin County,2022,17.5,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/30047,Lake County,2022,19.7,https://www.cdc.gov/places/index.html,2022,14.3,https://www.cdc.gov/places/index.html,2022,19.2,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/30049,Lewis and Clark County,2022,14.6,https://www.cdc.gov/places/index.html,2022,9.7,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/30051,Liberty County,2022,22.4,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,25,https://www.cdc.gov/places/index.html,2022,4.5,https://www.cdc.gov/places/index.html
geoId/30053,Lincoln County,2022,20,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,20.4,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/30055,McCone County,2022,17.5,https://www.cdc.gov/places/index.html,2022,10.8,https://www.cdc.gov/places/index.html,2022,13.5,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/30057,Madison County,2022,16.9,https://www.cdc.gov/places/index.html,2022,11.2,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/30059,Meagher County,2022,16.8,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/30061,Mineral County,2022,18.4,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,16.7,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/30063,Missoula County,2022,17.6,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/30065,Musselshell County,2022,18.4,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/30067,Park County,2022,16.8,https://www.cdc.gov/places/index.html,2022,11,https://www.cdc.gov/places/index.html,2022,13.8,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/30069,Petroleum County,2022,17,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/30071,Phillips County,2022,18.3,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,15.6,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/30073,Pondera County,2022,19.3,https://www.cdc.gov/places/index.html,2022,13.5,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/30075,Powder River County,2022,19.9,https://www.cdc.gov/places/index.html,2022,14,https://www.cdc.gov/places/index.html,2022,18.6,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/30077,Powell County,2022,18,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,19,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/30079,Prairie County,2022,20.4,https://www.cdc.gov/places/index.html,2022,16.2,https://www.cdc.gov/places/index.html,2022,22.9,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/30081,Ravalli County,2022,16.8,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,13.1,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/30083,Richland County,2022,16.7,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/30085,Roosevelt County,2022,23.5,https://www.cdc.gov/places/index.html,2022,19.4,https://www.cdc.gov/places/index.html,2022,28.2,https://www.cdc.gov/places/index.html,2022,5.2,https://www.cdc.gov/places/index.html
geoId/30087,Rosebud County,2022,21.6,https://www.cdc.gov/places/index.html,2022,16.6,https://www.cdc.gov/places/index.html,2022,24,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/30089,Sanders County,2022,19,https://www.cdc.gov/places/index.html,2022,13.2,https://www.cdc.gov/places/index.html,2022,17.1,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/30091,Sheridan County,2022,15.9,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/30093,Silver Bow County,2022,17.7,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/30095,Stillwater County,2022,15.7,https://www.cdc.gov/places/index.html,2022,9.8,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/30097,Sweet Grass County,2022,16,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,13.4,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/30099,Teton County,2022,18,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,15.9,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/30101,Toole County,2022,18.8,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/30103,Treasure County,2022,16.9,https://www.cdc.gov/places/index.html,2022,11.5,https://www.cdc.gov/places/index.html,2022,14.9,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/30105,Valley County,2022,17.7,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,15.9,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/30107,Wheatland County,2022,18.4,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,19.1,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/30109,Wibaux County,2022,19,https://www.cdc.gov/places/index.html,2022,13.1,https://www.cdc.gov/places/index.html,2022,17.5,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/30111,Yellowstone County,2022,18.7,https://www.cdc.gov/places/index.html,2022,12.5,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/31001,Adams County,2022,15.2,https://www.cdc.gov/places/index.html,2022,10.8,https://www.cdc.gov/places/index.html,2022,14.9,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31003,Antelope County,2022,15.4,https://www.cdc.gov/places/index.html,2022,10.5,https://www.cdc.gov/places/index.html,2022,13.8,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/31005,Arthur County,2022,15.1,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31007,Banner County,2022,13.4,https://www.cdc.gov/places/index.html,2022,10.2,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31009,Blaine County,2022,16.3,https://www.cdc.gov/places/index.html,2022,11.9,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/31011,Boone County,2022,15.9,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31013,Box Butte County,2022,15.7,https://www.cdc.gov/places/index.html,2022,11.4,https://www.cdc.gov/places/index.html,2022,15.1,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/31015,Boyd County,2022,15.7,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31017,Brown County,2022,15.1,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31019,Buffalo County,2022,16.3,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,17.7,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/31021,Burt County,2022,15.2,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31023,Butler County,2022,14.3,https://www.cdc.gov/places/index.html,2022,9.9,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/31025,Cass County,2022,14.2,https://www.cdc.gov/places/index.html,2022,9.7,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/31027,Cedar County,2022,14.8,https://www.cdc.gov/places/index.html,2022,10.4,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31029,Chase County,2022,16.1,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31031,Cherry County,2022,17.2,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,18.4,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/31033,Cheyenne County,2022,15.2,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31035,Clay County,2022,16.1,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,15.9,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31037,Colfax County,2022,15.2,https://www.cdc.gov/places/index.html,2022,13.1,https://www.cdc.gov/places/index.html,2022,21.7,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/31039,Cuming County,2022,15.4,https://www.cdc.gov/places/index.html,2022,11.2,https://www.cdc.gov/places/index.html,2022,15.4,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31041,Custer County,2022,15.6,https://www.cdc.gov/places/index.html,2022,11.4,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31043,Dakota County,2022,15.6,https://www.cdc.gov/places/index.html,2022,13.2,https://www.cdc.gov/places/index.html,2022,20.9,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/31045,Dawes County,2022,15.8,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,15.4,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31047,Dawson County,2022,15.5,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,20.2,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/31049,Deuel County,2022,14.9,https://www.cdc.gov/places/index.html,2022,10.7,https://www.cdc.gov/places/index.html,2022,14.4,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/31051,Dixon County,2022,15.8,https://www.cdc.gov/places/index.html,2022,11.9,https://www.cdc.gov/places/index.html,2022,16.8,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/31053,Dodge County,2022,15.1,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31055,Douglas County,2022,14.4,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,15.6,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31057,Dundy County,2022,16.3,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,15.8,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/31059,Fillmore County,2022,15.5,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,14.1,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/31061,Franklin County,2022,16.5,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,16.1,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/31063,Frontier County,2022,16.2,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,16.1,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/31065,Furnas County,2022,15.9,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,17,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/31067,Gage County,2022,16.3,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,16.5,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/31069,Garden County,2022,17.2,https://www.cdc.gov/places/index.html,2022,13.4,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/31071,Garfield County,2022,14.4,https://www.cdc.gov/places/index.html,2022,10,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/31073,Gosper County,2022,15.2,https://www.cdc.gov/places/index.html,2022,10.6,https://www.cdc.gov/places/index.html,2022,14.5,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31075,Grant County,2022,13.6,https://www.cdc.gov/places/index.html,2022,9.6,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31077,Greeley County,2022,15.7,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,14.5,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31079,Hall County,2022,15.4,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,17.5,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31081,Hamilton County,2022,14.6,https://www.cdc.gov/places/index.html,2022,10.3,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31083,Harlan County,2022,15.2,https://www.cdc.gov/places/index.html,2022,10.6,https://www.cdc.gov/places/index.html,2022,13.8,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/31085,Hayes County,2022,15.9,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,17.3,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/31087,Hitchcock County,2022,16.4,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,16.6,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/31089,Holt County,2022,15.2,https://www.cdc.gov/places/index.html,2022,11.4,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31091,Hooker County,2022,16.3,https://www.cdc.gov/places/index.html,2022,11.5,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/31093,Howard County,2022,15.2,https://www.cdc.gov/places/index.html,2022,10.7,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31095,Jefferson County,2022,15.6,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,16.1,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/31097,Johnson County,2022,13.6,https://www.cdc.gov/places/index.html,2022,10.5,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/31099,Kearney County,2022,15.8,https://www.cdc.gov/places/index.html,2022,11.5,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31101,Keith County,2022,15.1,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,14.9,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31103,Keya Paha County,2022,15,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,14.5,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31105,Kimball County,2022,17.2,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,19.2,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/31107,Knox County,2022,16,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,17,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/31109,Lancaster County,2022,13.7,https://www.cdc.gov/places/index.html,2022,10.3,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31111,Lincoln County,2022,16.1,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,19.4,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/31113,Logan County,2022,14.5,https://www.cdc.gov/places/index.html,2022,9.4,https://www.cdc.gov/places/index.html,2022,11.9,https://www.cdc.gov/places/index.html,2022,2.2,https://www.cdc.gov/places/index.html
geoId/31115,Loup County,2022,15.2,https://www.cdc.gov/places/index.html,2022,10.8,https://www.cdc.gov/places/index.html,2022,13.8,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31117,McPherson County,2022,17.1,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,17.1,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/31119,Madison County,2022,15.3,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,16.8,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31121,Merrick County,2022,15,https://www.cdc.gov/places/index.html,2022,11.2,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31123,Morrill County,2022,14.6,https://www.cdc.gov/places/index.html,2022,11.2,https://www.cdc.gov/places/index.html,2022,15.6,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31125,Nance County,2022,16.1,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31127,Nemaha County,2022,16.1,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/31129,Nuckolls County,2022,14.4,https://www.cdc.gov/places/index.html,2022,10.4,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31131,Otoe County,2022,15.2,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31133,Pawnee County,2022,16.1,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,17.7,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/31135,Perkins County,2022,16.1,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,16.4,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/31137,Phelps County,2022,15,https://www.cdc.gov/places/index.html,2022,10.3,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/31139,Pierce County,2022,15,https://www.cdc.gov/places/index.html,2022,10.4,https://www.cdc.gov/places/index.html,2022,13.4,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/31141,Platte County,2022,15.2,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,16.6,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/31143,Polk County,2022,16.1,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,16.3,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31145,Red Willow County,2022,14.5,https://www.cdc.gov/places/index.html,2022,10.4,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/31147,Richardson County,2022,16.8,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,18.2,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/31149,Rock County,2022,15.8,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,14.7,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/31151,Saline County,2022,14.8,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,19,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/31153,Sarpy County,2022,13,https://www.cdc.gov/places/index.html,2022,9.6,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/31155,Saunders County,2022,14.7,https://www.cdc.gov/places/index.html,2022,10.1,https://www.cdc.gov/places/index.html,2022,12.5,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/31157,Scotts Bluff County,2022,15.6,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,16.9,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/31159,Seward County,2022,13.5,https://www.cdc.gov/places/index.html,2022,9.1,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,2.3,https://www.cdc.gov/places/index.html
