placeDcid,placeName,Date:Monthly_Median_GrossRent_HousingUnit,Value:Monthly_Median_GrossRent_HousingUnit,Source:Monthly_Median_GrossRent_HousingUnit
geoId/31015,Boyd County,2022,656,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31017,Brown County,2022,926,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31019,Buffalo County,2022,885,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31021,Burt County,2022,666,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31023,Butler County,2022,740,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31025,Cass County,2022,970,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31027,Cedar County,2022,681,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31029,Chase County,2022,748,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31031,Cherry County,2022,832,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31033,Cheyenne County,2022,857,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31035,Clay County,2022,668,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31037,Colfax County,2022,907,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31039,Cuming County,2022,782,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31041,Custer County,2022,765,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31043,Dakota County,2022,959,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31045,Dawes County,2022,887,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31047,Dawson County,2022,857,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31049,Deuel County,2022,778,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31051,Dixon County,2022,676,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31053,Dodge County,2022,890,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31055,Douglas County,2022,1109,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31057,Dundy County,2022,503,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31059,Fillmore County,2022,643,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31061,Franklin County,2022,605,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31063,Frontier County,2022,614,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31065,Furnas County,2022,870,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31067,Gage County,2022,725,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31069,Garden County,2022,733,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31071,Garfield County,2022,680,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31073,Gosper County,2022,789,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31075,Grant County,2022,917,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31077,Greeley County,2022,603,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31079,Hall County,2022,886,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31081,Hamilton County,2022,822,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31083,Harlan County,2022,689,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31085,Hayes County,2022,488,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31087,Hitchcock County,2022,734,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31089,Holt County,2022,741,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31091,Hooker County,2022,589,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31093,Howard County,2022,816,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31095,Jefferson County,2022,681,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31097,Johnson County,2022,777,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31099,Kearney County,2022,784,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31101,Keith County,2022,727,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31103,Keya Paha County,2022,830,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31105,Kimball County,2022,807,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31107,Knox County,2022,666,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31109,Lancaster County,2022,997,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31111,Lincoln County,2022,854,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31113,Logan County,2022,715,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31115,Loup County,2022,525,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31117,McPherson County,2022,636,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31119,Madison County,2022,800,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31121,Merrick County,2022,707,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31123,Morrill County,2022,725,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31125,Nance County,2022,710,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31127,Nemaha County,2022,657,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31129,Nuckolls County,2022,614,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31131,Otoe County,2022,881,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31133,Pawnee County,2022,586,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31135,Perkins County,2022,756,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31137,Phelps County,2022,713,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31139,Pierce County,2022,788,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31141,Platte County,2022,872,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31143,Polk County,2022,636,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31145,Red Willow County,2022,785,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31147,Richardson County,2022,700,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31149,Rock County,2022,554,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31151,Saline County,2022,763,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31153,Sarpy County,2022,1203,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31155,Saunders County,2022,892,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31157,Scotts Bluff County,2022,876,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31159,Seward County,2022,916,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31161,Sheridan County,2022,756,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31163,Sherman County,2022,808,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31165,Sioux County,2022,754,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31167,Stanton County,2022,829,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31169,Thayer County,2022,719,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31171,Thomas County,2022,657,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31173,Thurston County,2022,724,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31175,Valley County,2022,526,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31177,Washington County,2022,926,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31179,Wayne County,2022,764,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31181,Webster County,2022,604,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31183,Wheeler County,2022,500,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/31185,York County,2022,842,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32001,Churchill County,2022,1142,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32003,Clark County,2022,1406,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32005,Douglas County,2022,1360,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32007,Elko County,2022,1077,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32009,Esmeralda County,2022,1312,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32011,Eureka County,2022,875,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32013,Humboldt County,2022,927,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32015,Lander County,2022,869,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32017,Lincoln County,2022,739,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32019,Lyon County,2022,1196,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32021,Mineral County,2022,868,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32023,Nye County,2022,1004,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32027,Pershing County,2022,652,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32029,Storey County,2022,913,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32031,Washoe County,2022,1401,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32033,White Pine County,2022,983,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/32510,Carson City,2022,1127,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33001,Belknap County,2022,1153,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33003,Carroll County,2022,1138,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33005,Cheshire County,2022,1139,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33007,Coos County,2022,825,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33009,Grafton County,2022,1197,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33011,Hillsborough County,2022,1444,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33013,Merrimack County,2022,1199,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33015,Rockingham County,2022,1518,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33017,Strafford County,2022,1308,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/33019,Sullivan County,2022,1118,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34001,Atlantic County,2022,1268,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34003,Bergen County,2022,1782,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34005,Burlington County,2022,1575,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34007,Camden County,2022,1264,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34009,Cape May County,2022,1285,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34011,Cumberland County,2022,1202,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34013,Essex County,2022,1404,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34015,Gloucester County,2022,1435,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34017,Hudson County,2022,1722,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34019,Hunterdon County,2022,1627,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34021,Mercer County,2022,1454,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34023,Middlesex County,2022,1739,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34025,Monmouth County,2022,1683,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34027,Morris County,2022,1814,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34029,Ocean County,2022,1639,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34031,Passaic County,2022,1484,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34033,Salem County,2022,1165,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34035,Somerset County,2022,1846,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34037,Sussex County,2022,1501,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34039,Union County,2022,1570,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/34041,Warren County,2022,1292,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35001,Bernalillo County,2022,1017,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35003,Catron County,2022,847,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35005,Chaves County,2022,850,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35006,Cibola County,2022,753,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35007,Colfax County,2022,656,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35009,Curry County,2022,956,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35011,De Baca County,2022,688,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35013,Doña Ana County,2022,858,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35015,Eddy County,2022,1095,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35017,Grant County,2022,802,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35019,Guadalupe County,2022,412,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35021,Harding County,2022,1018,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35023,Hidalgo County,2022,668,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35025,Lea County,2022,1031,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35027,Lincoln County,2022,831,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35028,Los Alamos County,2022,1235,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35029,Luna County,2022,572,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35031,McKinley County,2022,806,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35033,Mora County,2022,560,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35035,Otero County,2022,882,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35037,Quay County,2022,710,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35039,Rio Arriba County,2022,704,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35041,Roosevelt County,2022,795,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35043,Sandoval County,2022,1280,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35045,San Juan County,2022,894,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35047,San Miguel County,2022,727,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35049,Santa Fe County,2022,1252,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35051,Sierra County,2022,729,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35053,Socorro County,2022,702,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35055,Taos County,2022,982,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35057,Torrance County,2022,731,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35059,Union County,2022,587,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/35061,Valencia County,2022,873,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36001,Albany County,2022,1196,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36003,Allegany County,2022,735,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36005,Bronx County,2022,1401,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36007,Broome County,2022,882,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36009,Cattaraugus County,2022,745,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36011,Cayuga County,2022,868,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36013,Chautauqua County,2022,759,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36015,Chemung County,2022,991,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36017,Chenango County,2022,798,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36019,Clinton County,2022,944,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36021,Columbia County,2022,1114,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36023,Cortland County,2022,884,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36025,Delaware County,2022,785,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36027,Dutchess County,2022,1425,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36029,Erie County,2022,984,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36031,Essex County,2022,875,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36033,Franklin County,2022,788,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36035,Fulton County,2022,855,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36037,Genesee County,2022,866,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36039,Greene County,2022,1013,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36041,Hamilton County,2022,902,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36043,Herkimer County,2022,776,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36045,Jefferson County,2022,1143,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36047,Brooklyn,2022,1715,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36049,Lewis County,2022,768,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36051,Livingston County,2022,919,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36053,Madison County,2022,867,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36055,Monroe County,2022,1085,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36057,Montgomery County,2022,867,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36059,Nassau County,2022,2131,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36061,Manhattan,2022,2024,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36063,Niagara County,2022,823,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36065,Oneida County,2022,889,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36067,Onondaga County,2022,1002,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36069,Ontario County,2022,1061,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36071,Orange County,2022,1494,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36073,Orleans County,2022,840,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36075,Oswego County,2022,899,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36077,Otsego County,2022,927,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36079,Putnam County,2022,1691,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36081,Queens County,2022,1847,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36083,Rensselaer County,2022,1141,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36085,Richmond County,2022,1602,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36087,Rockland County,2022,1755,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36089,St. Lawrence County,2022,788,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36091,Saratoga County,2022,1305,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36093,Schenectady County,2022,1092,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36095,Schoharie County,2022,883,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36097,Schuyler County,2022,808,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36099,Seneca County,2022,871,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36101,Steuben County,2022,832,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36103,Suffolk County,2022,2113,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36105,Sullivan County,2022,996,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36107,Tioga County,2022,894,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36109,Tompkins County,2022,1320,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36111,Ulster County,2022,1269,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36113,Warren County,2022,1062,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36115,Washington County,2022,964,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36117,Wayne County,2022,877,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36119,Westchester County,2022,1796,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36121,Wyoming County,2022,787,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/36123,Yates County,2022,773,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37001,Alamance County,2022,959,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37003,Alexander County,2022,735,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37005,Alleghany County,2022,708,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37007,Anson County,2022,818,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37009,Ashe County,2022,730,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37011,Avery County,2022,811,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37013,Beaufort County,2022,835,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37015,Bertie County,2022,823,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37017,Bladen County,2022,731,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37019,Brunswick County,2022,1187,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37021,Buncombe County,2022,1209,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37023,Burke County,2022,768,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37025,Cabarrus County,2022,1185,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37027,Caldwell County,2022,717,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37029,Camden County,2022,1151,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37031,Carteret County,2022,1009,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37033,Caswell County,2022,678,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37035,Catawba County,2022,866,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37037,Chatham County,2022,995,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37039,Cherokee County,2022,819,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37041,Chowan County,2022,814,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37043,Clay County,2022,793,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37045,Cleveland County,2022,794,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37047,Columbus County,2022,738,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37049,Craven County,2022,1056,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37051,Cumberland County,2022,1098,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37053,Currituck County,2022,1217,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37055,Dare County,2022,1259,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37057,Davidson County,2022,822,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37059,Davie County,2022,838,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37061,Duplin County,2022,765,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37063,Durham County,2022,1301,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37065,Edgecombe County,2022,779,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37067,Forsyth County,2022,969,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37069,Franklin County,2022,971,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37071,Gaston County,2022,1005,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37073,Gates County,2022,921,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37075,Graham County,2022,580,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37077,Granville County,2022,937,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37079,Greene County,2022,826,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37081,Guilford County,2022,1049,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37083,Halifax County,2022,760,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37085,Harnett County,2022,1022,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37087,Haywood County,2022,954,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37089,Henderson County,2022,1032,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37091,Hertford County,2022,846,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37093,Hoke County,2022,1036,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37095,Hyde County,2022,917,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37097,Iredell County,2022,1105,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37099,Jackson County,2022,804,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37101,Johnston County,2022,970,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37103,Jones County,2022,680,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37105,Lee County,2022,923,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37107,Lenoir County,2022,792,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37109,Lincoln County,2022,928,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37111,McDowell County,2022,725,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37113,Macon County,2022,818,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37115,Madison County,2022,760,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37117,Martin County,2022,758,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37119,Mecklenburg County,2022,1413,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37121,Mitchell County,2022,701,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37123,Montgomery County,2022,710,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37125,Moore County,2022,1084,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37127,Nash County,2022,879,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37129,New Hanover County,2022,1249,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37131,Northampton County,2022,764,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37133,Onslow County,2022,1132,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37135,Orange County,2022,1316,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37137,Pamlico County,2022,830,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37139,Pasquotank County,2022,1039,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37141,Pender County,2022,1039,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37143,Perquimans County,2022,1033,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37145,Person County,2022,777,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37147,Pitt County,2022,911,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37149,Polk County,2022,984,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37151,Randolph County,2022,813,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37153,Richmond County,2022,720,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37155,Robeson County,2022,741,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37157,Rockingham County,2022,743,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37159,Rowan County,2022,925,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37161,Rutherford County,2022,729,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37163,Sampson County,2022,752,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37165,Scotland County,2022,736,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/37167,Stanly County,2022,816,https://data.census.gov/table/ACSDT5Y2022.B25031
