placeDcid,placeName,Date:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue
geoId/29071,Franklin County,2021,103368000,https://www.bea.gov/
geoId/29073,Gasconade County,2021,16814000,https://www.bea.gov/
geoId/29075,Gentry County,2021,3431000,https://www.bea.gov/
geoId/29077,Greene County,2021,605695000,https://www.bea.gov/
geoId/29079,Grundy County,2021,6296000,https://www.bea.gov/
geoId/29081,Harrison County,2021,6344000,https://www.bea.gov/
geoId/29083,Henry County,2021,18420000,https://www.bea.gov/
geoId/29085,Hickory County,2021,8844000,https://www.bea.gov/
geoId/29087,Holt County,2021,7529000,https://www.bea.gov/
geoId/29089,Howard County,2021,2587000,https://www.bea.gov/
geoId/29091,Howell County,2021,32005000,https://www.bea.gov/
geoId/29093,Iron County,2021,6487000,https://www.bea.gov/
geoId/29095,Jackson County,2021,1858807000,https://www.bea.gov/
geoId/29097,Jasper County,2021,140349000,https://www.bea.gov/
geoId/29099,Jefferson County,2021,163596000,https://www.bea.gov/
geoId/29101,Johnson County,2021,50530000,https://www.bea.gov/
geoId/29103,Knox County,2021,1804000,https://www.bea.gov/
geoId/29105,Laclede County,2021,34709000,https://www.bea.gov/
geoId/29107,Lafayette County,2021,14117000,https://www.bea.gov/
geoId/29109,Lawrence County,2021,20203000,https://www.bea.gov/
geoId/29111,Lewis County,2021,10228000,https://www.bea.gov/
geoId/29113,Lincoln County,2021,27859000,https://www.bea.gov/
geoId/29115,Linn County,2018,5611000,https://www.bea.gov/
geoId/29117,Livingston County,2021,10374000,https://www.bea.gov/
geoId/29119,McDonald County,2021,9854000,https://www.bea.gov/
geoId/29121,Macon County,2021,15293000,https://www.bea.gov/
geoId/29123,Madison County,2021,6812000,https://www.bea.gov/
geoId/29125,Maries County,2021,1291000,https://www.bea.gov/
geoId/29127,Marion County,2021,39878000,https://www.bea.gov/
geoId/29129,Mercer County,2018,1006000,https://www.bea.gov/
geoId/29131,Miller County,2021,25616000,https://www.bea.gov/
geoId/29133,Mississippi County,2021,7220000,https://www.bea.gov/
geoId/29135,Moniteau County,2021,7047000,https://www.bea.gov/
geoId/29137,Monroe County,2021,4208000,https://www.bea.gov/
geoId/29139,Montgomery County,2021,6177000,https://www.bea.gov/
geoId/29141,Morgan County,2021,18602000,https://www.bea.gov/
geoId/29143,New Madrid County,2021,9617000,https://www.bea.gov/
geoId/29145,Newton County,2021,54812000,https://www.bea.gov/
geoId/29147,Nodaway County,2021,18820000,https://www.bea.gov/
geoId/29149,Oregon County,2021,3420000,https://www.bea.gov/
geoId/29151,Osage County,2021,3739000,https://www.bea.gov/
geoId/29153,Ozark County,2021,10281000,https://www.bea.gov/
geoId/29155,Pemiscot County,2021,16900000,https://www.bea.gov/
geoId/29157,Perry County,2021,14318000,https://www.bea.gov/
geoId/29159,Pettis County,2021,42486000,https://www.bea.gov/
geoId/29161,Phelps County,2021,57111000,https://www.bea.gov/
geoId/29163,Pike County,2021,11234000,https://www.bea.gov/
geoId/29165,Platte County,2021,227986000,https://www.bea.gov/
geoId/29167,Polk County,2021,16571000,https://www.bea.gov/
geoId/29169,Pulaski County,2021,79167000,https://www.bea.gov/
geoId/29171,Putnam County,2021,1389000,https://www.bea.gov/
geoId/29173,Ralls County,2021,5227000,https://www.bea.gov/
geoId/29175,Randolph County,2018,14772000,https://www.bea.gov/
geoId/29177,Ray County,2021,8532000,https://www.bea.gov/
geoId/29179,Reynolds County,2021,7628000,https://www.bea.gov/
geoId/29181,Ripley County,2021,6392000,https://www.bea.gov/
geoId/29183,St. Charles County,2021,673378000,https://www.bea.gov/
geoId/29185,St. Clair County,2021,2635000,https://www.bea.gov/
geoId/29186,Ste. Genevieve County,2021,11452000,https://www.bea.gov/
geoId/29187,St. Francois County,2021,58585000,https://www.bea.gov/
geoId/29189,St. Louis County,2021,2046307000,https://www.bea.gov/
geoId/29195,Saline County,2021,16909000,https://www.bea.gov/
geoId/29197,Schuyler County,2021,1660000,https://www.bea.gov/
geoId/29199,Scotland County,2021,2724000,https://www.bea.gov/
geoId/29201,Scott County,2021,35778000,https://www.bea.gov/
geoId/29203,Shannon County,2021,6873000,https://www.bea.gov/
geoId/29205,Shelby County,2021,2967000,https://www.bea.gov/
geoId/29207,Stoddard County,2021,17583000,https://www.bea.gov/
geoId/29209,Stone County,2021,133071000,https://www.bea.gov/
geoId/29211,Sullivan County,2020,724000,https://www.bea.gov/
geoId/29213,Taney County,2021,602350000,https://www.bea.gov/
geoId/29215,Texas County,2021,8309000,https://www.bea.gov/
geoId/29217,Vernon County,2020,10264000,https://www.bea.gov/
geoId/29219,Warren County,2021,20728000,https://www.bea.gov/
geoId/29221,Washington County,2021,7778000,https://www.bea.gov/
geoId/29223,Wayne County,2021,6431000,https://www.bea.gov/
geoId/29225,Webster County,2021,21227000,https://www.bea.gov/
geoId/29227,Worth County,2021,1201000,https://www.bea.gov/
geoId/29229,Wright County,2021,8175000,https://www.bea.gov/
geoId/29510,St. Louis,2021,1452180000,https://www.bea.gov/
geoId/30001,Beaverhead County,2021,16481000,https://www.bea.gov/
geoId/30003,Big Horn County,2021,14302000,https://www.bea.gov/
geoId/30005,Blaine County,2021,1775000,https://www.bea.gov/
geoId/30007,Broadwater County,2021,5291000,https://www.bea.gov/
geoId/30009,Carbon County,2021,22556000,https://www.bea.gov/
geoId/30011,Carter County,2021,914000,https://www.bea.gov/
geoId/30013,Cascade County,2021,135766000,https://www.bea.gov/
geoId/30015,Chouteau County,2021,3126000,https://www.bea.gov/
geoId/30017,Custer County,2021,23606000,https://www.bea.gov/
geoId/30019,Daniels County,2021,917000,https://www.bea.gov/
geoId/30021,Dawson County,2021,14286000,https://www.bea.gov/
geoId/30023,Deer Lodge County,2021,10714000,https://www.bea.gov/
geoId/30025,Fallon County,2014,3315000,https://www.bea.gov/
geoId/30027,Fergus County,2021,14490000,https://www.bea.gov/
geoId/30029,Flathead County,2021,310578000,https://www.bea.gov/
geoId/30031,Gallatin County,2021,449497000,https://www.bea.gov/
geoId/30033,Garfield County,2021,805000,https://www.bea.gov/
geoId/30035,Glacier County,2021,16184000,https://www.bea.gov/
geoId/30037,Golden Valley County,2020,229000,https://www.bea.gov/
geoId/30039,Granite County,2021,23722000,https://www.bea.gov/
geoId/30041,Hill County,2021,18169000,https://www.bea.gov/
geoId/30043,Jefferson County,2021,7490000,https://www.bea.gov/
geoId/30045,Judith Basin County,2021,1170000,https://www.bea.gov/
geoId/30047,Lake County,2021,25718000,https://www.bea.gov/
geoId/30049,Lewis and Clark County,2021,119872000,https://www.bea.gov/
geoId/30051,Liberty County,2021,483000,https://www.bea.gov/
geoId/30053,Lincoln County,2021,24754000,https://www.bea.gov/
geoId/30055,McCone County,2021,1077000,https://www.bea.gov/
geoId/30057,Madison County,2021,174503000,https://www.bea.gov/
geoId/30059,Meagher County,2021,7868000,https://www.bea.gov/
geoId/30061,Mineral County,2021,5171000,https://www.bea.gov/
geoId/30063,Missoula County,2021,322507000,https://www.bea.gov/
geoId/30065,Musselshell County,2021,1846000,https://www.bea.gov/
geoId/30067,Park County,2021,87175000,https://www.bea.gov/
geoId/30069,Petroleum County,2018,180000,https://www.bea.gov/
geoId/30071,Phillips County,2021,3647000,https://www.bea.gov/
geoId/30073,Pondera County,2021,3213000,https://www.bea.gov/
geoId/30075,Powder River County,2021,1717000,https://www.bea.gov/
geoId/30077,Powell County,2021,11123000,https://www.bea.gov/
geoId/30079,Prairie County,2021,365000,https://www.bea.gov/
geoId/30081,Ravalli County,2021,51704000,https://www.bea.gov/
geoId/30083,Richland County,2021,18570000,https://www.bea.gov/
geoId/30085,Roosevelt County,2021,8889000,https://www.bea.gov/
geoId/30087,Rosebud County,2021,5762000,https://www.bea.gov/
geoId/30089,Sanders County,2021,15792000,https://www.bea.gov/
geoId/30091,Sheridan County,2021,3988000,https://www.bea.gov/
geoId/30093,Silver Bow County,2021,84174000,https://www.bea.gov/
geoId/30095,Stillwater County,2021,8986000,https://www.bea.gov/
geoId/30097,Sweet Grass County,2021,6110000,https://www.bea.gov/
geoId/30099,Teton County,2021,4231000,https://www.bea.gov/
geoId/30101,Toole County,2021,7100000,https://www.bea.gov/
geoId/30103,Treasure County,2016,217000,https://www.bea.gov/
geoId/30105,Valley County,2021,12916000,https://www.bea.gov/
geoId/30107,Wheatland County,2021,1166000,https://www.bea.gov/
geoId/30109,Wibaux County,2021,979000,https://www.bea.gov/
geoId/30111,Yellowstone County,2021,383037000,https://www.bea.gov/
geoId/31001,Adams County,2021,38076000,https://www.bea.gov/
geoId/31003,Antelope County,2020,1729000,https://www.bea.gov/
geoId/31005,Arthur County,2019,439000,https://www.bea.gov/
geoId/31007,Banner County,2015,71000,https://www.bea.gov/
geoId/31009,Blaine County,2020,41000,https://www.bea.gov/
geoId/31011,Boone County,2021,2821000,https://www.bea.gov/
geoId/31013,Box Butte County,2020,8189000,https://www.bea.gov/
geoId/31015,Boyd County,2021,813000,https://www.bea.gov/
geoId/31017,Brown County,2021,2515000,https://www.bea.gov/
geoId/31019,Buffalo County,2021,94679000,https://www.bea.gov/
geoId/31021,Burt County,2021,3063000,https://www.bea.gov/
geoId/31023,Butler County,2021,3022000,https://www.bea.gov/
geoId/31025,Cass County,2021,18449000,https://www.bea.gov/
geoId/31027,Cedar County,2021,2400000,https://www.bea.gov/
geoId/31029,Chase County,2018,2990000,https://www.bea.gov/
geoId/31031,Cherry County,2021,12468000,https://www.bea.gov/
geoId/31033,Cheyenne County,2020,11972000,https://www.bea.gov/
geoId/31035,Clay County,2021,1433000,https://www.bea.gov/
geoId/31037,Colfax County,2021,3905000,https://www.bea.gov/
geoId/31039,Cuming County,2021,5927000,https://www.bea.gov/
geoId/31041,Custer County,2021,8510000,https://www.bea.gov/
geoId/31043,Dakota County,2021,22022000,https://www.bea.gov/
geoId/31045,Dawes County,2021,9034000,https://www.bea.gov/
geoId/31047,Dawson County,2021,22795000,https://www.bea.gov/
geoId/31049,Deuel County,2021,1763000,https://www.bea.gov/
geoId/31051,Dixon County,2021,1382000,https://www.bea.gov/
geoId/31053,Dodge County,2021,38008000,https://www.bea.gov/
geoId/31055,Douglas County,2021,1177160000,https://www.bea.gov/
geoId/31057,Dundy County,2021,1529000,https://www.bea.gov/
geoId/31059,Fillmore County,2021,1434000,https://www.bea.gov/
geoId/31061,Franklin County,2017,1086000,https://www.bea.gov/
geoId/31063,Frontier County,2021,830000,https://www.bea.gov/
geoId/31065,Furnas County,2020,1395000,https://www.bea.gov/
geoId/31067,Gage County,2021,15773000,https://www.bea.gov/
geoId/31069,Garden County,2021,434000,https://www.bea.gov/
geoId/31071,Garfield County,2021,1791000,https://www.bea.gov/
geoId/31073,Gosper County,2021,1771000,https://www.bea.gov/
geoId/31075,Grant County,2021,284000,https://www.bea.gov/
geoId/31077,Greeley County,2021,740000,https://www.bea.gov/
geoId/31079,Hall County,2021,97279000,https://www.bea.gov/
geoId/31081,Hamilton County,2021,5656000,https://www.bea.gov/
geoId/31083,Harlan County,2021,2343000,https://www.bea.gov/
geoId/31085,Hayes County,2018,646000,https://www.bea.gov/
geoId/31087,Hitchcock County,2021,488000,https://www.bea.gov/
geoId/31089,Holt County,2021,7971000,https://www.bea.gov/
geoId/31091,Hooker County,2021,6017000,https://www.bea.gov/
geoId/31093,Howard County,2021,2470000,https://www.bea.gov/
geoId/31095,Jefferson County,2021,3658000,https://www.bea.gov/
geoId/31097,Johnson County,2021,928000,https://www.bea.gov/
geoId/31099,Kearney County,2021,3190000,https://www.bea.gov/
geoId/31101,Keith County,2021,16440000,https://www.bea.gov/
geoId/31103,Keya Paha County,2021,317000,https://www.bea.gov/
geoId/31105,Kimball County,2021,2784000,https://www.bea.gov/
geoId/31107,Knox County,2021,5029000,https://www.bea.gov/
geoId/31109,Lancaster County,2021,545542000,https://www.bea.gov/
geoId/31111,Lincoln County,2021,56572000,https://www.bea.gov/
geoId/31113,Logan County,2021,317000,https://www.bea.gov/
geoId/31115,Loup County,2020,928000,https://www.bea.gov/
geoId/31117,McPherson County,2021,148000,https://www.bea.gov/
geoId/31119,Madison County,2021,47118000,https://www.bea.gov/
geoId/31121,Merrick County,2021,3720000,https://www.bea.gov/
geoId/31123,Morrill County,2021,3031000,https://www.bea.gov/
geoId/31125,Nance County,2020,1168000,https://www.bea.gov/
geoId/31127,Nemaha County,2021,5704000,https://www.bea.gov/
geoId/31129,Nuckolls County,2021,2061000,https://www.bea.gov/
geoId/31131,Otoe County,2021,27520000,https://www.bea.gov/
geoId/31133,Pawnee County,2021,1189000,https://www.bea.gov/
geoId/31135,Perkins County,2021,889000,https://www.bea.gov/
geoId/31137,Phelps County,2021,7882000,https://www.bea.gov/
geoId/31139,Pierce County,2014,3440000,https://www.bea.gov/
geoId/31141,Platte County,2021,35179000,https://www.bea.gov/
geoId/31143,Polk County,2021,983000,https://www.bea.gov/
geoId/31145,Red Willow County,2021,13487000,https://www.bea.gov/
geoId/31147,Richardson County,2021,5351000,https://www.bea.gov/
geoId/31149,Rock County,2021,641000,https://www.bea.gov/
geoId/31151,Saline County,2021,6190000,https://www.bea.gov/
geoId/31153,Sarpy County,2021,221901000,https://www.bea.gov/
geoId/31155,Saunders County,2021,10392000,https://www.bea.gov/
geoId/31157,Scotts Bluff County,2021,45657000,https://www.bea.gov/
geoId/31159,Seward County,2021,10024000,https://www.bea.gov/
geoId/31161,Sheridan County,2021,3638000,https://www.bea.gov/
geoId/31163,Sherman County,2021,1571000,https://www.bea.gov/
geoId/31167,Stanton County,2021,655000,https://www.bea.gov/
geoId/31169,Thayer County,2020,1349000,https://www.bea.gov/
geoId/31171,Thomas County,2018,1429000,https://www.bea.gov/
geoId/31173,Thurston County,2021,1962000,https://www.bea.gov/
geoId/31175,Valley County,2019,1575000,https://www.bea.gov/
geoId/31177,Washington County,2021,10866000,https://www.bea.gov/
geoId/31179,Wayne County,2021,7364000,https://www.bea.gov/
geoId/31181,Webster County,2021,1527000,https://www.bea.gov/
geoId/31183,Wheeler County,2021,451000,https://www.bea.gov/
geoId/31185,York County,2021,21733000,https://www.bea.gov/
geoId/32001,Churchill County,2021,43076000,https://www.bea.gov/
geoId/32003,Clark County,2021,16913356000,https://www.bea.gov/
geoId/32005,Douglas County,2021,323893000,https://www.bea.gov/
geoId/32007,Elko County,2021,234183000,https://www.bea.gov/
geoId/32011,Eureka County,2021,1168000,https://www.bea.gov/
geoId/32013,Humboldt County,2021,43980000,https://www.bea.gov/
geoId/32015,Lander County,2021,5970000,https://www.bea.gov/
geoId/32017,Lincoln County,2017,3991000,https://www.bea.gov/
geoId/32019,Lyon County,2021,73849000,https://www.bea.gov/
geoId/32021,Mineral County,2021,8823000,https://www.bea.gov/
geoId/32023,Nye County,2021,91173000,https://www.bea.gov/
geoId/32027,Pershing County,2021,3726000,https://www.bea.gov/
geoId/32029,Storey County,2021,8250000,https://www.bea.gov/
geoId/32031,Washoe County,2021,1763068000,https://www.bea.gov/
geoId/32033,White Pine County,2021,20324000,https://www.bea.gov/
geoId/32510,Carson City,2021,176469000,https://www.bea.gov/
geoId/33001,Belknap County,2021,216146000,https://www.bea.gov/
geoId/33003,Carroll County,2021,286716000,https://www.bea.gov/
geoId/33005,Cheshire County,2021,122097000,https://www.bea.gov/
geoId/33007,Coos County,2021,105213000,https://www.bea.gov/
geoId/33009,Grafton County,2021,373890000,https://www.bea.gov/
geoId/33011,Hillsborough County,2021,857558000,https://www.bea.gov/
geoId/33013,Merrimack County,2021,304736000,https://www.bea.gov/
geoId/33015,Rockingham County,2021,1331359000,https://www.bea.gov/
geoId/33017,Strafford County,2021,203831000,https://www.bea.gov/
geoId/33019,Sullivan County,2021,41737000,https://www.bea.gov/
geoId/34001,Atlantic County,2021,2344586000,https://www.bea.gov/
geoId/34003,Bergen County,2021,1845108000,https://www.bea.gov/
geoId/34005,Burlington County,2021,530072000,https://www.bea.gov/
geoId/34007,Camden County,2021,881506000,https://www.bea.gov/
geoId/34009,Cape May County,2021,645043000,https://www.bea.gov/
geoId/34011,Cumberland County,2020,81961000,https://www.bea.gov/
geoId/34013,Essex County,2021,1167936000,https://www.bea.gov/
geoId/34015,Gloucester County,2021,343728000,https://www.bea.gov/
geoId/34017,Hudson County,2021,1075618000,https://www.bea.gov/
geoId/34019,Hunterdon County,2021,167141000,https://www.bea.gov/
geoId/34021,Mercer County,2021,525473000,https://www.bea.gov/
geoId/34023,Middlesex County,2021,1001769000,https://www.bea.gov/
geoId/34025,Monmouth County,2021,1312789000,https://www.bea.gov/
geoId/34027,Morris County,2021,1507376000,https://www.bea.gov/
geoId/34029,Ocean County,2021,888729000,https://www.bea.gov/
geoId/34031,Passaic County,2021,435305000,https://www.bea.gov/
geoId/34033,Salem County,2020,33502000,https://www.bea.gov/
geoId/34035,Somerset County,2021,572915000,https://www.bea.gov/
geoId/34037,Sussex County,2021,184950000,https://www.bea.gov/
geoId/34039,Union County,2021,682420000,https://www.bea.gov/
geoId/34041,Warren County,2021,98287000,https://www.bea.gov/
geoId/35001,Bernalillo County,2021,1387384000,https://www.bea.gov/
geoId/35003,Catron County,2021,1401000,https://www.bea.gov/
geoId/35005,Chaves County,2021,94429000,https://www.bea.gov/
geoId/35006,Cibola County,2021,20577000,https://www.bea.gov/
geoId/35007,Colfax County,2021,67505000,https://www.bea.gov/
geoId/35009,Curry County,2021,63842000,https://www.bea.gov/
geoId/35011,De Baca County,2021,1814000,https://www.bea.gov/
geoId/35013,Doña Ana County,2021,380307000,https://www.bea.gov/
geoId/35015,Eddy County,2021,98741000,https://www.bea.gov/
geoId/35017,Grant County,2021,37030000,https://www.bea.gov/
geoId/35019,Guadalupe County,2021,12050000,https://www.bea.gov/
geoId/35021,Harding County,2021,566000,https://www.bea.gov/
geoId/35023,Hidalgo County,2021,6672000,https://www.bea.gov/
geoId/35025,Lea County,2021,140076000,https://www.bea.gov/
geoId/35027,Lincoln County,2021,81424000,https://www.bea.gov/
geoId/35028,Los Alamos County,2021,21552000,https://www.bea.gov/
geoId/35029,Luna County,2021,23534000,https://www.bea.gov/
geoId/35031,McKinley County,2021,95129000,https://www.bea.gov/
geoId/35033,Mora County,2019,1434000,https://www.bea.gov/
geoId/35035,Otero County,2020,40864000,https://www.bea.gov/
geoId/35037,Quay County,2021,12262000,https://www.bea.gov/
geoId/35039,Rio Arriba County,2021,38579000,https://www.bea.gov/
geoId/35041,Roosevelt County,2021,16394000,https://www.bea.gov/
geoId/35043,Sandoval County,2021,168057000,https://www.bea.gov/
geoId/35045,San Juan County,2019,139530000,https://www.bea.gov/
geoId/35047,San Miguel County,2021,27444000,https://www.bea.gov/
geoId/35049,Santa Fe County,2021,572074000,https://www.bea.gov/
geoId/35051,Sierra County,2021,16099000,https://www.bea.gov/
geoId/35053,Socorro County,2021,17838000,https://www.bea.gov/
geoId/35055,Taos County,2021,111600000,https://www.bea.gov/
geoId/35057,Torrance County,2021,6770000,https://www.bea.gov/
geoId/35059,Union County,2021,5163000,https://www.bea.gov/
geoId/35061,Valencia County,2021,47324000,https://www.bea.gov/
geoId/36001,Albany County,2021,555206000,https://www.bea.gov/
geoId/36003,Allegany County,2021,36726000,https://www.bea.gov/
geoId/36005,Bronx County,2021,1302184000,https://www.bea.gov/
geoId/36007,Broome County,2021,258139000,https://www.bea.gov/
geoId/36009,Cattaraugus County,2021,94593000,https://www.bea.gov/
geoId/36011,Cayuga County,2021,75225000,https://www.bea.gov/
geoId/36013,Chautauqua County,2021,162462000,https://www.bea.gov/
geoId/36015,Chemung County,2021,90143000,https://www.bea.gov/
geoId/36017,Chenango County,2021,26227000,https://www.bea.gov/
geoId/36019,Clinton County,2021,93734000,https://www.bea.gov/
geoId/36021,Columbia County,2021,123673000,https://www.bea.gov/
geoId/36023,Cortland County,2021,78342000,https://www.bea.gov/
geoId/36025,Delaware County,2021,35248000,https://www.bea.gov/
geoId/36027,Dutchess County,2021,498396000,https://www.bea.gov/
geoId/36029,Erie County,2021,1953551000,https://www.bea.gov/
geoId/36031,Essex County,2021,131769000,https://www.bea.gov/
geoId/36033,Franklin County,2021,52997000,https://www.bea.gov/
geoId/36035,Fulton County,2021,37243000,https://www.bea.gov/
geoId/36037,Genesee County,2021,78569000,https://www.bea.gov/
geoId/36039,Greene County,2021,93659000,https://www.bea.gov/
geoId/36041,Hamilton County,2021,18356000,https://www.bea.gov/
geoId/36043,Herkimer County,2021,59715000,https://www.bea.gov/
geoId/36045,Jefferson County,2021,143808000,https://www.bea.gov/
geoId/36047,Brooklyn,2021,4488626000,https://www.bea.gov/
geoId/36049,Lewis County,2021,18426000,https://www.bea.gov/
geoId/36051,Livingston County,2021,57966000,https://www.bea.gov/
geoId/36053,Madison County,2021,69587000,https://www.bea.gov/
geoId/36055,Monroe County,2021,1009409000,https://www.bea.gov/
geoId/36057,Montgomery County,2021,32423000,https://www.bea.gov/
geoId/36059,Nassau County,2021,3242882000,https://www.bea.gov/
geoId/36061,Manhattan,2021,27122386000,https://www.bea.gov/
geoId/36063,Niagara County,2021,276079000,https://www.bea.gov/
geoId/36065,Oneida County,2021,284489000,https://www.bea.gov/
geoId/36067,Onondaga County,2021,712691000,https://www.bea.gov/
geoId/36069,Ontario County,2021,215292000,https://www.bea.gov/
geoId/36071,Orange County,2021,486330000,https://www.bea.gov/
geoId/36073,Orleans County,2021,21378000,https://www.bea.gov/
geoId/36075,Oswego County,2021,98063000,https://www.bea.gov/
geoId/36077,Otsego County,2021,133066000,https://www.bea.gov/
geoId/36079,Putnam County,2021,121955000,https://www.bea.gov/
geoId/36081,Queens County,2021,2937138000,https://www.bea.gov/
geoId/36083,Rensselaer County,2021,173054000,https://www.bea.gov/
geoId/36085,Richmond County,2021,376472000,https://www.bea.gov/
geoId/36087,Rockland County,2021,506096000,https://www.bea.gov/
geoId/36089,St. Lawrence County,2021,86097000,https://www.bea.gov/
geoId/36091,Saratoga County,2021,500222000,https://www.bea.gov/
geoId/36093,Schenectady County,2021,234368000,https://www.bea.gov/
geoId/36095,Schoharie County,2021,57576000,https://www.bea.gov/
geoId/36097,Schuyler County,2021,35865000,https://www.bea.gov/
geoId/36099,Seneca County,2021,84248000,https://www.bea.gov/
geoId/36101,Steuben County,2021,108502000,https://www.bea.gov/
geoId/36103,Suffolk County,2021,2635878000,https://www.bea.gov/
geoId/36105,Sullivan County,2021,191901000,https://www.bea.gov/
geoId/36107,Tioga County,2021,61503000,https://www.bea.gov/
geoId/36109,Tompkins County,2021,167954000,https://www.bea.gov/
geoId/36111,Ulster County,2021,387533000,https://www.bea.gov/
geoId/36113,Warren County,2021,284747000,https://www.bea.gov/
geoId/36115,Washington County,2021,26141000,https://www.bea.gov/
geoId/36117,Wayne County,2021,47778000,https://www.bea.gov/
geoId/36119,Westchester County,2021,2309197000,https://www.bea.gov/
geoId/36121,Wyoming County,2021,27945000,https://www.bea.gov/
geoId/36123,Yates County,2021,18718000,https://www.bea.gov/
geoId/37001,Alamance County,2021,212875000,https://www.bea.gov/
geoId/37003,Alexander County,2021,20323000,https://www.bea.gov/
geoId/37005,Alleghany County,2021,13821000,https://www.bea.gov/
geoId/37007,Anson County,2021,10847000,https://www.bea.gov/
geoId/37009,Ashe County,2021,23636000,https://www.bea.gov/
geoId/37011,Avery County,2021,70710000,https://www.bea.gov/
geoId/37013,Beaufort County,2021,64795000,https://www.bea.gov/
geoId/37015,Bertie County,2021,5249000,https://www.bea.gov/
geoId/37017,Bladen County,2021,19084000,https://www.bea.gov/
geoId/37019,Brunswick County,2021,231159000,https://www.bea.gov/
geoId/37021,Buncombe County,2021,920423000,https://www.bea.gov/
geoId/37023,Burke County,2021,80182000,https://www.bea.gov/
geoId/37025,Cabarrus County,2021,656081000,https://www.bea.gov/
geoId/37027,Caldwell County,2021,49301000,https://www.bea.gov/
geoId/37029,Camden County,2020,3261000,https://www.bea.gov/
geoId/37031,Carteret County,2021,172837000,https://www.bea.gov/
geoId/37033,Caswell County,2021,4182000,https://www.bea.gov/
geoId/37035,Catawba County,2021,229837000,https://www.bea.gov/
geoId/37037,Chatham County,2021,68407000,https://www.bea.gov/
geoId/37039,Cherokee County,2021,30114000,https://www.bea.gov/
geoId/37041,Chowan County,2021,10717000,https://www.bea.gov/
geoId/37043,Clay County,2021,8646000,https://www.bea.gov/
geoId/37045,Cleveland County,2021,87600000,https://www.bea.gov/
geoId/37047,Columbus County,2021,36397000,https://www.bea.gov/
geoId/37049,Craven County,2021,128889000,https://www.bea.gov/
geoId/37051,Cumberland County,2021,420836000,https://www.bea.gov/
geoId/37053,Currituck County,2021,70620000,https://www.bea.gov/
geoId/37055,Dare County,2021,262936000,https://www.bea.gov/
geoId/37057,Davidson County,2021,197715000,https://www.bea.gov/
geoId/37059,Davie County,2021,32254000,https://www.bea.gov/
geoId/37061,Duplin County,2021,27734000,https://www.bea.gov/
geoId/37063,Durham County,2021,628532000,https://www.bea.gov/
geoId/37065,Edgecombe County,2021,33604000,https://www.bea.gov/
geoId/37067,Forsyth County,2021,612805000,https://www.bea.gov/
geoId/37069,Franklin County,2021,22947000,https://www.bea.gov/
geoId/37071,Gaston County,2021,231226000,https://www.bea.gov/
geoId/37073,Gates County,2014,1473000,https://www.bea.gov/
geoId/37075,Graham County,2021,15267000,https://www.bea.gov/
geoId/37077,Granville County,2021,29364000,https://www.bea.gov/
geoId/37079,Greene County,2014,6231000,https://www.bea.gov/
geoId/37081,Guilford County,2021,890293000,https://www.bea.gov/
geoId/37083,Halifax County,2021,59267000,https://www.bea.gov/
geoId/37085,Harnett County,2021,80902000,https://www.bea.gov/
geoId/37087,Haywood County,2021,87595000,https://www.bea.gov/
geoId/37089,Henderson County,2021,167098000,https://www.bea.gov/
geoId/37091,Hertford County,2021,15088000,https://www.bea.gov/
geoId/37093,Hoke County,2021,13320000,https://www.bea.gov/
geoId/37095,Hyde County,2021,13060000,https://www.bea.gov/
geoId/37097,Iredell County,2021,448956000,https://www.bea.gov/
geoId/37099,Jackson County,2021,116796000,https://www.bea.gov/
geoId/37101,Johnston County,2021,173798000,https://www.bea.gov/
geoId/37103,Jones County,2018,2240000,https://www.bea.gov/
geoId/37105,Lee County,2021,68368000,https://www.bea.gov/
geoId/37107,Lenoir County,2021,52297000,https://www.bea.gov/
geoId/37109,Lincoln County,2021,75532000,https://www.bea.gov/
geoId/37111,McDowell County,2021,44441000,https://www.bea.gov/
geoId/37113,Macon County,2021,101352000,https://www.bea.gov/
geoId/37115,Madison County,2021,17614000,https://www.bea.gov/
geoId/37117,Martin County,2021,16387000,https://www.bea.gov/
geoId/37119,Mecklenburg County,2021,3920818000,https://www.bea.gov/
geoId/37121,Mitchell County,2021,11019000,https://www.bea.gov/
geoId/37123,Montgomery County,2021,16984000,https://www.bea.gov/
geoId/37125,Moore County,2021,262294000,https://www.bea.gov/
geoId/37127,Nash County,2021,122948000,https://www.bea.gov/
geoId/37129,New Hanover County,2021,587936000,https://www.bea.gov/
geoId/37131,Northampton County,2017,4667000,https://www.bea.gov/
geoId/37133,Onslow County,2021,257730000,https://www.bea.gov/
geoId/37135,Orange County,2021,258291000,https://www.bea.gov/
geoId/37137,Pamlico County,2021,14145000,https://www.bea.gov/
geoId/37139,Pasquotank County,2021,50974000,https://www.bea.gov/
geoId/37141,Pender County,2021,55203000,https://www.bea.gov/
geoId/37143,Perquimans County,2021,20674000,https://www.bea.gov/
geoId/37145,Person County,2021,27921000,https://www.bea.gov/
geoId/37147,Pitt County,2021,273022000,https://www.bea.gov/
