placeDcid,placeName,Date:Count_Person,Value:Count_Person,Source:Count_Person
geoId/34023,Middlesex County,2022,861094,https://www2.census.gov/programs-surveys/popest/tables
geoId/34025,Monmouth County,2022,644228,https://www2.census.gov/programs-surveys/popest/tables
geoId/34027,Morris County,2022,511219,https://www2.census.gov/programs-surveys/popest/tables
geoId/34029,Ocean County,2022,655663,https://www2.census.gov/programs-surveys/popest/tables
geoId/34031,Passaic County,2022,513634,https://www2.census.gov/programs-surveys/popest/tables
geoId/34033,Salem County,2022,65157,https://www2.census.gov/programs-surveys/popest/tables
geoId/34035,Somerset County,2022,347047,https://www2.census.gov/programs-surveys/popest/tables
geoId/34037,Sussex County,2022,145575,https://www2.census.gov/programs-surveys/popest/tables
geoId/34039,Union County,2022,570417,https://www2.census.gov/programs-surveys/popest/tables
geoId/34041,Warren County,2022,110903,https://www2.census.gov/programs-surveys/popest/tables
geoId/35001,Bernalillo County,2022,672957,https://www2.census.gov/programs-surveys/popest/tables
geoId/35003,Catron County,2022,3793,https://www2.census.gov/programs-surveys/popest/tables
geoId/35005,Chaves County,2022,63892,https://www2.census.gov/programs-surveys/popest/tables
geoId/35006,Cibola County,2022,26871,https://www2.census.gov/programs-surveys/popest/tables
geoId/35007,Colfax County,2022,12272,https://www2.census.gov/programs-surveys/popest/tables
geoId/35009,Curry County,2022,47430,https://www2.census.gov/programs-surveys/popest/tables
geoId/35011,De Baca County,2022,1692,https://www2.census.gov/programs-surveys/popest/tables
geoId/35013,Doña Ana County,2022,223530,https://www2.census.gov/programs-surveys/popest/tables
geoId/35015,Eddy County,2022,60203,https://www2.census.gov/programs-surveys/popest/tables
geoId/35017,Grant County,2022,27693,https://www2.census.gov/programs-surveys/popest/tables
geoId/35019,Guadalupe County,2022,4316,https://www2.census.gov/programs-surveys/popest/tables
geoId/35021,Harding County,2022,621,https://www2.census.gov/programs-surveys/popest/tables
geoId/35023,Hidalgo County,2022,4011,https://www2.census.gov/programs-surveys/popest/tables
geoId/35025,Lea County,2022,72343,https://www2.census.gov/programs-surveys/popest/tables
geoId/35027,Lincoln County,2022,20343,https://www2.census.gov/programs-surveys/popest/tables
geoId/35028,Los Alamos County,2022,19273,https://www2.census.gov/programs-surveys/popest/tables
geoId/35029,Luna County,2022,25693,https://www2.census.gov/programs-surveys/popest/tables
geoId/35031,McKinley County,2022,69931,https://www2.census.gov/programs-surveys/popest/tables
geoId/35033,Mora County,2022,4147,https://www2.census.gov/programs-surveys/popest/tables
geoId/35035,Otero County,2022,68517,https://www2.census.gov/programs-surveys/popest/tables
geoId/35037,Quay County,2022,8529,https://www2.census.gov/programs-surveys/popest/tables
geoId/35039,Rio Arriba County,2022,39991,https://www2.census.gov/programs-surveys/popest/tables
geoId/35041,Roosevelt County,2022,18858,https://www2.census.gov/programs-surveys/popest/tables
geoId/35043,Sandoval County,2022,153597,https://www2.census.gov/programs-surveys/popest/tables
geoId/35045,San Juan County,2022,120569,https://www2.census.gov/programs-surveys/popest/tables
geoId/35047,San Miguel County,2022,26902,https://www2.census.gov/programs-surveys/popest/tables
geoId/35049,Santa Fe County,2022,155761,https://www2.census.gov/programs-surveys/popest/tables
geoId/35051,Sierra County,2022,11474,https://www2.census.gov/programs-surveys/popest/tables
geoId/35053,Socorro County,2022,16111,https://www2.census.gov/programs-surveys/popest/tables
geoId/35055,Taos County,2022,34590,https://www2.census.gov/programs-surveys/popest/tables
geoId/35057,Torrance County,2022,15383,https://www2.census.gov/programs-surveys/popest/tables
geoId/35059,Union County,2022,3982,https://www2.census.gov/programs-surveys/popest/tables
geoId/35061,Valencia County,2022,78201,https://www2.census.gov/programs-surveys/popest/tables
geoId/36001,Albany County,2022,315921,https://www2.census.gov/programs-surveys/popest/tables
geoId/36003,Allegany County,2022,46726,https://www2.census.gov/programs-surveys/popest/tables
geoId/36005,Bronx County,2022,1381808,https://www2.census.gov/programs-surveys/popest/tables
geoId/36007,Broome County,2022,197258,https://www2.census.gov/programs-surveys/popest/tables
geoId/36009,Cattaraugus County,2022,76050,https://www2.census.gov/programs-surveys/popest/tables
geoId/36011,Cayuga County,2022,74679,https://www2.census.gov/programs-surveys/popest/tables
geoId/36013,Chautauqua County,2022,125344,https://www2.census.gov/programs-surveys/popest/tables
geoId/36015,Chemung County,2022,81641,https://www2.census.gov/programs-surveys/popest/tables
geoId/36017,Chenango County,2022,46331,https://www2.census.gov/programs-surveys/popest/tables
geoId/36019,Clinton County,2022,78037,https://www2.census.gov/programs-surveys/popest/tables
geoId/36021,Columbia County,2022,61108,https://www2.census.gov/programs-surveys/popest/tables
geoId/36023,Cortland County,2022,46081,https://www2.census.gov/programs-surveys/popest/tables
geoId/36025,Delaware County,2022,44774,https://www2.census.gov/programs-surveys/popest/tables
geoId/36027,Dutchess County,2022,297609,https://www2.census.gov/programs-surveys/popest/tables
geoId/36029,Erie County,2022,948423,https://www2.census.gov/programs-surveys/popest/tables
geoId/36031,Essex County,2022,36763,https://www2.census.gov/programs-surveys/popest/tables
geoId/36033,Franklin County,2022,46393,https://www2.census.gov/programs-surveys/popest/tables
geoId/36035,Fulton County,2022,52256,https://www2.census.gov/programs-surveys/popest/tables
geoId/36037,Genesee County,2022,57398,https://www2.census.gov/programs-surveys/popest/tables
geoId/36039,Greene County,2022,47345,https://www2.census.gov/programs-surveys/popest/tables
geoId/36041,Hamilton County,2022,5121,https://www2.census.gov/programs-surveys/popest/tables
geoId/36043,Herkimer County,2022,59584,https://www2.census.gov/programs-surveys/popest/tables
geoId/36045,Jefferson County,2022,115461,https://www2.census.gov/programs-surveys/popest/tables
geoId/36047,Brooklyn,2022,2589531,https://www2.census.gov/programs-surveys/popest/tables
geoId/36049,Lewis County,2022,26595,https://www2.census.gov/programs-surveys/popest/tables
geoId/36051,Livingston County,2022,61340,https://www2.census.gov/programs-surveys/popest/tables
geoId/36053,Madison County,2022,67054,https://www2.census.gov/programs-surveys/popest/tables
geoId/36055,Monroe County,2022,750887,https://www2.census.gov/programs-surveys/popest/tables
geoId/36057,Montgomery County,2022,49333,https://www2.census.gov/programs-surveys/popest/tables
geoId/36059,Nassau County,2022,1385294,https://www2.census.gov/programs-surveys/popest/tables
geoId/36061,Manhattan,2022,1594543,https://www2.census.gov/programs-surveys/popest/tables
geoId/36063,Niagara County,2022,210467,https://www2.census.gov/programs-surveys/popest/tables
geoId/36065,Oneida County,2022,228358,https://www2.census.gov/programs-surveys/popest/tables
geoId/36067,Onondaga County,2022,469728,https://www2.census.gov/programs-surveys/popest/tables
geoId/36069,Ontario County,2022,112481,https://www2.census.gov/programs-surveys/popest/tables
geoId/36071,Orange County,2022,406491,https://www2.census.gov/programs-surveys/popest/tables
geoId/36073,Orleans County,2022,39163,https://www2.census.gov/programs-surveys/popest/tables
geoId/36075,Oswego County,2022,118239,https://www2.census.gov/programs-surveys/popest/tables
geoId/36077,Otsego County,2022,60409,https://www2.census.gov/programs-surveys/popest/tables
geoId/36079,Putnam County,2022,98312,https://www2.census.gov/programs-surveys/popest/tables
geoId/36081,Queens County,2022,2278558,https://www2.census.gov/programs-surveys/popest/tables
geoId/36083,Rensselaer County,2022,159421,https://www2.census.gov/programs-surveys/popest/tables
geoId/36085,Richmond County,2022,491358,https://www2.census.gov/programs-surveys/popest/tables
geoId/36087,Rockland County,2022,340357,https://www2.census.gov/programs-surveys/popest/tables
geoId/36089,St. Lawrence County,2022,107089,https://www2.census.gov/programs-surveys/popest/tables
geoId/36091,Saratoga County,2022,238468,https://www2.census.gov/programs-surveys/popest/tables
geoId/36093,Schenectady County,2022,159694,https://www2.census.gov/programs-surveys/popest/tables
geoId/36095,Schoharie County,2022,30091,https://www2.census.gov/programs-surveys/popest/tables
geoId/36097,Schuyler County,2022,17609,https://www2.census.gov/programs-surveys/popest/tables
geoId/36099,Seneca County,2022,32586,https://www2.census.gov/programs-surveys/popest/tables
geoId/36101,Steuben County,2022,92505,https://www2.census.gov/programs-surveys/popest/tables
geoId/36103,Suffolk County,2022,1527974,https://www2.census.gov/programs-surveys/popest/tables
geoId/36105,Sullivan County,2022,79735,https://www2.census.gov/programs-surveys/popest/tables
geoId/36107,Tioga County,2022,47766,https://www2.census.gov/programs-surveys/popest/tables
geoId/36109,Tompkins County,2022,104299,https://www2.census.gov/programs-surveys/popest/tables
geoId/36111,Ulster County,2022,182320,https://www2.census.gov/programs-surveys/popest/tables
geoId/36113,Warren County,2022,65427,https://www2.census.gov/programs-surveys/popest/tables
geoId/36115,Washington County,2022,60810,https://www2.census.gov/programs-surveys/popest/tables
geoId/36117,Wayne County,2022,90958,https://www2.census.gov/programs-surveys/popest/tables
geoId/36119,Westchester County,2022,991736,https://www2.census.gov/programs-surveys/popest/tables
geoId/36121,Wyoming County,2022,39601,https://www2.census.gov/programs-surveys/popest/tables
geoId/36123,Yates County,2022,24502,https://www2.census.gov/programs-surveys/popest/tables
geoId/37001,Alamance County,2022,176618,https://www2.census.gov/programs-surveys/popest/tables
geoId/37003,Alexander County,2022,36316,https://www2.census.gov/programs-surveys/popest/tables
geoId/37005,Alleghany County,2022,11193,https://www2.census.gov/programs-surveys/popest/tables
geoId/37007,Anson County,2022,21958,https://www2.census.gov/programs-surveys/popest/tables
geoId/37009,Ashe County,2022,27062,https://www2.census.gov/programs-surveys/popest/tables
geoId/37011,Avery County,2022,17541,https://www2.census.gov/programs-surveys/popest/tables
geoId/37013,Beaufort County,2022,44400,https://www2.census.gov/programs-surveys/popest/tables
geoId/37015,Bertie County,2022,17068,https://www2.census.gov/programs-surveys/popest/tables
geoId/37017,Bladen County,2022,29391,https://www2.census.gov/programs-surveys/popest/tables
geoId/37019,Brunswick County,2022,152908,https://www2.census.gov/programs-surveys/popest/tables
geoId/37021,Buncombe County,2022,273790,https://www2.census.gov/programs-surveys/popest/tables
geoId/37023,Burke County,2022,87972,https://www2.census.gov/programs-surveys/popest/tables
geoId/37025,Cabarrus County,2022,235909,https://www2.census.gov/programs-surveys/popest/tables
geoId/37027,Caldwell County,2022,80347,https://www2.census.gov/programs-surveys/popest/tables
geoId/37029,Camden County,2022,11090,https://www2.census.gov/programs-surveys/popest/tables
geoId/37031,Carteret County,2022,69326,https://www2.census.gov/programs-surveys/popest/tables
geoId/37033,Caswell County,2022,22431,https://www2.census.gov/programs-surveys/popest/tables
geoId/37035,Catawba County,2022,163167,https://www2.census.gov/programs-surveys/popest/tables
geoId/37037,Chatham County,2022,79939,https://www2.census.gov/programs-surveys/popest/tables
geoId/37039,Cherokee County,2022,29459,https://www2.census.gov/programs-surveys/popest/tables
geoId/37041,Chowan County,2022,13898,https://www2.census.gov/programs-surveys/popest/tables
geoId/37043,Clay County,2022,11615,https://www2.census.gov/programs-surveys/popest/tables
geoId/37045,Cleveland County,2022,100653,https://www2.census.gov/programs-surveys/popest/tables
geoId/37047,Columbus County,2022,50075,https://www2.census.gov/programs-surveys/popest/tables
geoId/37049,Craven County,2022,101087,https://www2.census.gov/programs-surveys/popest/tables
geoId/37051,Cumberland County,2022,336781,https://www2.census.gov/programs-surveys/popest/tables
geoId/37053,Currituck County,2022,31008,https://www2.census.gov/programs-surveys/popest/tables
geoId/37055,Dare County,2022,37987,https://www2.census.gov/programs-surveys/popest/tables
geoId/37057,Davidson County,2022,172380,https://www2.census.gov/programs-surveys/popest/tables
geoId/37059,Davie County,2022,44115,https://www2.census.gov/programs-surveys/popest/tables
geoId/37061,Duplin County,2022,48934,https://www2.census.gov/programs-surveys/popest/tables
geoId/37063,Durham County,2022,333292,https://www2.census.gov/programs-surveys/popest/tables
geoId/37065,Edgecombe County,2022,48389,https://www2.census.gov/programs-surveys/popest/tables
geoId/37067,Forsyth County,2022,389661,https://www2.census.gov/programs-surveys/popest/tables
geoId/37069,Franklin County,2022,74400,https://www2.census.gov/programs-surveys/popest/tables
geoId/37071,Gaston County,2022,233970,https://www2.census.gov/programs-surveys/popest/tables
geoId/37073,Gates County,2022,10370,https://www2.census.gov/programs-surveys/popest/tables
geoId/37075,Graham County,2022,8032,https://www2.census.gov/programs-surveys/popest/tables
geoId/37077,Granville County,2022,61702,https://www2.census.gov/programs-surveys/popest/tables
geoId/37079,Greene County,2022,20367,https://www2.census.gov/programs-surveys/popest/tables
geoId/37081,Guilford County,2022,546457,https://www2.census.gov/programs-surveys/popest/tables
geoId/37083,Halifax County,2022,47711,https://www2.census.gov/programs-surveys/popest/tables
geoId/37085,Harnett County,2022,138478,https://www2.census.gov/programs-surveys/popest/tables
geoId/37087,Haywood County,2022,62615,https://www2.census.gov/programs-surveys/popest/tables
geoId/37089,Henderson County,2022,118298,https://www2.census.gov/programs-surveys/popest/tables
geoId/37091,Hertford County,2022,19634,https://www2.census.gov/programs-surveys/popest/tables
geoId/37093,Hoke County,2022,53691,https://www2.census.gov/programs-surveys/popest/tables
geoId/37095,Hyde County,2022,4656,https://www2.census.gov/programs-surveys/popest/tables
geoId/37097,Iredell County,2022,195874,https://www2.census.gov/programs-surveys/popest/tables
geoId/37099,Jackson County,2022,43922,https://www2.census.gov/programs-surveys/popest/tables
geoId/37101,Johnston County,2022,234902,https://www2.census.gov/programs-surveys/popest/tables
geoId/37103,Jones County,2022,9219,https://www2.census.gov/programs-surveys/popest/tables
geoId/37105,Lee County,2022,65543,https://www2.census.gov/programs-surveys/popest/tables
geoId/37107,Lenoir County,2022,54499,https://www2.census.gov/programs-surveys/popest/tables
geoId/37109,Lincoln County,2022,93108,https://www2.census.gov/programs-surveys/popest/tables
geoId/37111,McDowell County,2022,44755,https://www2.census.gov/programs-surveys/popest/tables
geoId/37113,Macon County,2022,37969,https://www2.census.gov/programs-surveys/popest/tables
geoId/37115,Madison County,2022,21881,https://www2.census.gov/programs-surveys/popest/tables
geoId/37117,Martin County,2022,21478,https://www2.census.gov/programs-surveys/popest/tables
geoId/37119,Mecklenburg County,2022,1144075,https://www2.census.gov/programs-surveys/popest/tables
geoId/37121,Mitchell County,2022,15048,https://www2.census.gov/programs-surveys/popest/tables
geoId/37123,Montgomery County,2022,25841,https://www2.census.gov/programs-surveys/popest/tables
geoId/37125,Moore County,2022,105491,https://www2.census.gov/programs-surveys/popest/tables
geoId/37127,Nash County,2022,95820,https://www2.census.gov/programs-surveys/popest/tables
geoId/37129,New Hanover County,2022,235784,https://www2.census.gov/programs-surveys/popest/tables
geoId/37131,Northampton County,2022,16827,https://www2.census.gov/programs-surveys/popest/tables
geoId/37133,Onslow County,2022,209031,https://www2.census.gov/programs-surveys/popest/tables
geoId/37135,Orange County,2022,150253,https://www2.census.gov/programs-surveys/popest/tables
geoId/37137,Pamlico County,2022,12234,https://www2.census.gov/programs-surveys/popest/tables
geoId/37139,Pasquotank County,2022,41168,https://www2.census.gov/programs-surveys/popest/tables
geoId/37141,Pender County,2022,65698,https://www2.census.gov/programs-surveys/popest/tables
geoId/37143,Perquimans County,2022,13221,https://www2.census.gov/programs-surveys/popest/tables
geoId/37145,Person County,2022,39343,https://www2.census.gov/programs-surveys/popest/tables
geoId/37147,Pitt County,2022,173610,https://www2.census.gov/programs-surveys/popest/tables
geoId/37149,Polk County,2022,20012,https://www2.census.gov/programs-surveys/popest/tables
geoId/37151,Randolph County,2022,146196,https://www2.census.gov/programs-surveys/popest/tables
geoId/37153,Richmond County,2022,42573,https://www2.census.gov/programs-surveys/popest/tables
geoId/37155,Robeson County,2022,116466,https://www2.census.gov/programs-surveys/popest/tables
geoId/37157,Rockingham County,2022,91966,https://www2.census.gov/programs-surveys/popest/tables
geoId/37159,Rowan County,2022,149673,https://www2.census.gov/programs-surveys/popest/tables
geoId/37161,Rutherford County,2022,64945,https://www2.census.gov/programs-surveys/popest/tables
geoId/37163,Sampson County,2022,59027,https://www2.census.gov/programs-surveys/popest/tables
geoId/37165,Scotland County,2022,34350,https://www2.census.gov/programs-surveys/popest/tables
geoId/37167,Stanly County,2022,64231,https://www2.census.gov/programs-surveys/popest/tables
geoId/37169,Stokes County,2022,45136,https://www2.census.gov/programs-surveys/popest/tables
geoId/37171,Surry County,2022,71482,https://www2.census.gov/programs-surveys/popest/tables
geoId/37173,Swain County,2022,13936,https://www2.census.gov/programs-surveys/popest/tables
geoId/37175,Transylvania County,2022,33373,https://www2.census.gov/programs-surveys/popest/tables
geoId/37177,Tyrrell County,2022,3473,https://www2.census.gov/programs-surveys/popest/tables
geoId/37179,Union County,2022,249172,https://www2.census.gov/programs-surveys/popest/tables
geoId/37181,Vance County,2022,42154,https://www2.census.gov/programs-surveys/popest/tables
geoId/37183,Wake County,2022,1170778,https://www2.census.gov/programs-surveys/popest/tables
geoId/37185,Warren County,2022,18677,https://www2.census.gov/programs-surveys/popest/tables
geoId/37187,Washington County,2022,10776,https://www2.census.gov/programs-surveys/popest/tables
geoId/37189,Watauga County,2022,55013,https://www2.census.gov/programs-surveys/popest/tables
geoId/37191,Wayne County,2022,117449,https://www2.census.gov/programs-surveys/popest/tables
geoId/37193,Wilkes County,2022,65791,https://www2.census.gov/programs-surveys/popest/tables
geoId/37195,Wilson County,2022,78306,https://www2.census.gov/programs-surveys/popest/tables
geoId/37197,Yadkin County,2022,37507,https://www2.census.gov/programs-surveys/popest/tables
geoId/37199,Yancey County,2022,18768,https://www2.census.gov/programs-surveys/popest/tables
geoId/38001,Adams County,2022,2133,https://www2.census.gov/programs-surveys/popest/tables
geoId/38003,Barnes County,2022,10761,https://www2.census.gov/programs-surveys/popest/tables
geoId/38005,Benson County,2022,5772,https://www2.census.gov/programs-surveys/popest/tables
geoId/38007,Billings County,2022,1025,https://www2.census.gov/programs-surveys/popest/tables
geoId/38009,Bottineau County,2022,6384,https://www2.census.gov/programs-surveys/popest/tables
geoId/38011,Bowman County,2022,2899,https://www2.census.gov/programs-surveys/popest/tables
geoId/38013,Burke County,2022,2132,https://www2.census.gov/programs-surveys/popest/tables
geoId/38015,Burleigh County,2022,99396,https://www2.census.gov/programs-surveys/popest/tables
geoId/38017,Cass County,2022,192713,https://www2.census.gov/programs-surveys/popest/tables
geoId/38019,Cavalier County,2022,3608,https://www2.census.gov/programs-surveys/popest/tables
geoId/38021,Dickey County,2022,4928,https://www2.census.gov/programs-surveys/popest/tables
geoId/38023,Divide County,2022,2169,https://www2.census.gov/programs-surveys/popest/tables
geoId/38025,Dunn County,2022,3994,https://www2.census.gov/programs-surveys/popest/tables
geoId/38027,Eddy County,2022,2307,https://www2.census.gov/programs-surveys/popest/tables
geoId/38029,Emmons County,2022,3254,https://www2.census.gov/programs-surveys/popest/tables
geoId/38031,Foster County,2022,3380,https://www2.census.gov/programs-surveys/popest/tables
geoId/38033,Golden Valley County,2022,1746,https://www2.census.gov/programs-surveys/popest/tables
geoId/38035,Grand Forks County,2022,72421,https://www2.census.gov/programs-surveys/popest/tables
geoId/38037,Grant County,2022,2238,https://www2.census.gov/programs-surveys/popest/tables
geoId/38039,Griggs County,2022,2249,https://www2.census.gov/programs-surveys/popest/tables
geoId/38041,Hettinger County,2022,2411,https://www2.census.gov/programs-surveys/popest/tables
geoId/38043,Kidder County,2022,2381,https://www2.census.gov/programs-surveys/popest/tables
geoId/38045,LaMoure County,2022,4076,https://www2.census.gov/programs-surveys/popest/tables
geoId/38047,Logan County,2022,1838,https://www2.census.gov/programs-surveys/popest/tables
geoId/38049,McHenry County,2022,5195,https://www2.census.gov/programs-surveys/popest/tables
geoId/38051,McIntosh County,2022,2495,https://www2.census.gov/programs-surveys/popest/tables
geoId/38053,McKenzie County,2022,13889,https://www2.census.gov/programs-surveys/popest/tables
geoId/38055,McLean County,2022,9858,https://www2.census.gov/programs-surveys/popest/tables
geoId/38057,Mercer County,2022,8327,https://www2.census.gov/programs-surveys/popest/tables
geoId/38059,Morton County,2022,33705,https://www2.census.gov/programs-surveys/popest/tables
geoId/38061,Mountrail County,2022,9241,https://www2.census.gov/programs-surveys/popest/tables
geoId/38063,Nelson County,2022,2999,https://www2.census.gov/programs-surveys/popest/tables
geoId/38065,Oliver County,2022,1862,https://www2.census.gov/programs-surveys/popest/tables
geoId/38067,Pembina County,2022,6745,https://www2.census.gov/programs-surveys/popest/tables
geoId/38069,Pierce County,2022,3931,https://www2.census.gov/programs-surveys/popest/tables
geoId/38071,Ramsey County,2022,11516,https://www2.census.gov/programs-surveys/popest/tables
geoId/38073,Ransom County,2022,5647,https://www2.census.gov/programs-surveys/popest/tables
geoId/38075,Renville County,2022,2250,https://www2.census.gov/programs-surveys/popest/tables
geoId/38077,Richland County,2022,16574,https://www2.census.gov/programs-surveys/popest/tables
geoId/38079,Rolette County,2022,11867,https://www2.census.gov/programs-surveys/popest/tables
geoId/38081,Sargent County,2022,3804,https://www2.census.gov/programs-surveys/popest/tables
geoId/38083,Sheridan County,2022,1286,https://www2.census.gov/programs-surveys/popest/tables
geoId/38085,Sioux County,2022,3686,https://www2.census.gov/programs-surveys/popest/tables
geoId/38087,Slope County,2022,682,https://www2.census.gov/programs-surveys/popest/tables
geoId/38089,Stark County,2022,32718,https://www2.census.gov/programs-surveys/popest/tables
geoId/38091,Steele County,2022,1793,https://www2.census.gov/programs-surveys/popest/tables
geoId/38093,Stutsman County,2022,21476,https://www2.census.gov/programs-surveys/popest/tables
geoId/38095,Towner County,2022,2060,https://www2.census.gov/programs-surveys/popest/tables
geoId/38097,Traill County,2022,7955,https://www2.census.gov/programs-surveys/popest/tables
geoId/38099,Walsh County,2022,10460,https://www2.census.gov/programs-surveys/popest/tables
geoId/38101,Ward County,2022,68788,https://www2.census.gov/programs-surveys/popest/tables
geoId/38103,Wells County,2022,3922,https://www2.census.gov/programs-surveys/popest/tables
geoId/38105,Williams County,2022,37966,https://www2.census.gov/programs-surveys/popest/tables
geoId/39001,Adams County,2022,27459,https://www2.census.gov/programs-surveys/popest/tables
geoId/39003,Allen County,2022,101097,https://www2.census.gov/programs-surveys/popest/tables
geoId/39005,Ashland County,2022,52024,https://www2.census.gov/programs-surveys/popest/tables
geoId/39007,Ashtabula County,2022,96960,https://www2.census.gov/programs-surveys/popest/tables
geoId/39009,Athens County,2022,60881,https://www2.census.gov/programs-surveys/popest/tables
geoId/39011,Auglaize County,2022,45946,https://www2.census.gov/programs-surveys/popest/tables
geoId/39013,Belmont County,2022,65495,https://www2.census.gov/programs-surveys/popest/tables
geoId/39015,Brown County,2022,43700,https://www2.census.gov/programs-surveys/popest/tables
geoId/39017,Butler County,2022,389728,https://www2.census.gov/programs-surveys/popest/tables
geoId/39019,Carroll County,2022,26686,https://www2.census.gov/programs-surveys/popest/tables
geoId/39021,Champaign County,2022,38743,https://www2.census.gov/programs-surveys/popest/tables
geoId/39023,Clark County,2022,134732,https://www2.census.gov/programs-surveys/popest/tables
geoId/39025,Clermont County,2022,210679,https://www2.census.gov/programs-surveys/popest/tables
geoId/39027,Clinton County,2022,41890,https://www2.census.gov/programs-surveys/popest/tables
geoId/39029,Columbiana County,2022,100569,https://www2.census.gov/programs-surveys/popest/tables
geoId/39031,Coshocton County,2022,36615,https://www2.census.gov/programs-surveys/popest/tables
geoId/39033,Crawford County,2022,41509,https://www2.census.gov/programs-surveys/popest/tables
geoId/39035,Cuyahoga County,2022,1236994,https://www2.census.gov/programs-surveys/popest/tables
geoId/39037,Darke County,2022,51526,https://www2.census.gov/programs-surveys/popest/tables
geoId/39039,Defiance County,2022,38128,https://www2.census.gov/programs-surveys/popest/tables
geoId/39041,Delaware County,2022,226526,https://www2.census.gov/programs-surveys/popest/tables
geoId/39043,Erie County,2022,74514,https://www2.census.gov/programs-surveys/popest/tables
geoId/39045,Fairfield County,2022,162956,https://www2.census.gov/programs-surveys/popest/tables
geoId/39047,Fayette County,2022,28832,https://www2.census.gov/programs-surveys/popest/tables
geoId/39049,Franklin County,2022,1321730,https://www2.census.gov/programs-surveys/popest/tables
geoId/39051,Fulton County,2022,42158,https://www2.census.gov/programs-surveys/popest/tables
geoId/39053,Gallia County,2022,29030,https://www2.census.gov/programs-surveys/popest/tables
geoId/39055,Geauga County,2022,95491,https://www2.census.gov/programs-surveys/popest/tables
geoId/39057,Greene County,2022,169027,https://www2.census.gov/programs-surveys/popest/tables
geoId/39059,Guernsey County,2022,38060,https://www2.census.gov/programs-surveys/popest/tables
geoId/39061,Hamilton County,2022,824721,https://www2.census.gov/programs-surveys/popest/tables
geoId/39063,Hancock County,2022,74774,https://www2.census.gov/programs-surveys/popest/tables
geoId/39065,Hardin County,2022,30391,https://www2.census.gov/programs-surveys/popest/tables
geoId/39067,Harrison County,2022,14351,https://www2.census.gov/programs-surveys/popest/tables
geoId/39069,Henry County,2022,27526,https://www2.census.gov/programs-surveys/popest/tables
geoId/39071,Highland County,2022,43426,https://www2.census.gov/programs-surveys/popest/tables
geoId/39073,Hocking County,2022,27818,https://www2.census.gov/programs-surveys/popest/tables
geoId/39075,Holmes County,2022,44375,https://www2.census.gov/programs-surveys/popest/tables
geoId/39077,Huron County,2022,58219,https://www2.census.gov/programs-surveys/popest/tables
geoId/39079,Jackson County,2022,32611,https://www2.census.gov/programs-surveys/popest/tables
geoId/39081,Jefferson County,2022,64273,https://www2.census.gov/programs-surveys/popest/tables
geoId/39083,Knox County,2022,63196,https://www2.census.gov/programs-surveys/popest/tables
geoId/39085,Lake County,2022,231736,https://www2.census.gov/programs-surveys/popest/tables
geoId/39087,Lawrence County,2022,56572,https://www2.census.gov/programs-surveys/popest/tables
geoId/39089,Licking County,2022,181765,https://www2.census.gov/programs-surveys/popest/tables
geoId/39091,Logan County,2022,46062,https://www2.census.gov/programs-surveys/popest/tables
geoId/39093,Lorain County,2022,316031,https://www2.census.gov/programs-surveys/popest/tables
geoId/39095,Lucas County,2022,426719,https://www2.census.gov/programs-surveys/popest/tables
geoId/39097,Madison County,2022,43581,https://www2.census.gov/programs-surveys/popest/tables
geoId/39099,Mahoning County,2022,225922,https://www2.census.gov/programs-surveys/popest/tables
geoId/39101,Marion County,2022,64609,https://www2.census.gov/programs-surveys/popest/tables
geoId/39103,Medina County,2022,183489,https://www2.census.gov/programs-surveys/popest/tables
geoId/39105,Meigs County,2022,21961,https://www2.census.gov/programs-surveys/popest/tables
geoId/39107,Mercer County,2022,42424,https://www2.census.gov/programs-surveys/popest/tables
geoId/39109,Miami County,2022,110213,https://www2.census.gov/programs-surveys/popest/tables
geoId/39111,Monroe County,2022,13215,https://www2.census.gov/programs-surveys/popest/tables
geoId/39113,Montgomery County,2022,533474,https://www2.census.gov/programs-surveys/popest/tables
geoId/39115,Morgan County,2022,13669,https://www2.census.gov/programs-surveys/popest/tables
geoId/39117,Morrow County,2022,35336,https://www2.census.gov/programs-surveys/popest/tables
geoId/39119,Muskingum County,2022,86114,https://www2.census.gov/programs-surveys/popest/tables
geoId/39121,Noble County,2022,14325,https://www2.census.gov/programs-surveys/popest/tables
geoId/39123,Ottawa County,2022,39968,https://www2.census.gov/programs-surveys/popest/tables
geoId/39125,Paulding County,2022,18762,https://www2.census.gov/programs-surveys/popest/tables
geoId/39127,Perry County,2022,35471,https://www2.census.gov/programs-surveys/popest/tables
geoId/39129,Pickaway County,2022,60007,https://www2.census.gov/programs-surveys/popest/tables
geoId/39131,Pike County,2022,27012,https://www2.census.gov/programs-surveys/popest/tables
geoId/39133,Portage County,2022,161742,https://www2.census.gov/programs-surveys/popest/tables
geoId/39135,Preble County,2022,40574,https://www2.census.gov/programs-surveys/popest/tables
geoId/39137,Putnam County,2022,34330,https://www2.census.gov/programs-surveys/popest/tables
geoId/39139,Richland County,2022,125261,https://www2.census.gov/programs-surveys/popest/tables
geoId/39141,Ross County,2022,76508,https://www2.census.gov/programs-surveys/popest/tables
geoId/39143,Sandusky County,2022,58567,https://www2.census.gov/programs-surveys/popest/tables
geoId/39145,Scioto County,2022,72189,https://www2.census.gov/programs-surveys/popest/tables
geoId/39147,Seneca County,2022,54534,https://www2.census.gov/programs-surveys/popest/tables
