placeDcid,placeName,Date:Count_Person_Years16Onwards_Bicycle_WorkCommute_Employed,Value:Count_Person_Years16Onwards_Bicycle_WorkCommute_Employed,Source:Count_Person_Years16Onwards_Bicycle_WorkCommute_Employed,Date:Count_Person_Years16Onwards_CarTruckOrVan_WorkCommute_Employed,Value:Count_Person_Years16Onwards_CarTruckOrVan_WorkCommute_Employed,Source:Count_Person_Years16Onwards_CarTruckOrVan_WorkCommute_Employed,Date:Count_Person_Years16Onwards_DroveAlone_WorkCommute_Employed,Value:Count_Person_Years16Onwards_DroveAlone_WorkCommute_Employed,Source:Count_Person_Years16Onwards_DroveAlone_WorkCommute_Employed,Date:Count_Person_Years16Onwards_PublicTransportationExcludingTaxicab_WorkCommute_Employed,Value:Count_Person_Years16Onwards_PublicTransportationExcludingTaxicab_WorkCommute_Employed,Source:Count_Person_Years16Onwards_PublicTransportationExcludingTaxicab_WorkCommute_Employed,Date:Count_Person_Years16Onwards_Walked_WorkCommute_Employed,Value:Count_Person_Years16Onwards_Walked_WorkCommute_Employed,Source:Count_Person_Years16Onwards_Walked_WorkCommute_Employed
geoId/26111,Midland County,2022,112.137,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,32930.899,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,30127.474,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,149.516,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,485.927,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26113,Missaukee County,2022,51.392,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5820.144,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5100.656,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,25.696,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,179.872,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26115,Monroe County,2022,69.702,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,63219.714,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,58619.382,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,139.404,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,836.424,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26117,Montcalm County,2022,28.45,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,26174,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,23385.9,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,28.45,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,540.55,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26119,Montmorency County,2022,9.345,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2753.66,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2376.745,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,118.37,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26121,Muskegon County,2022,75.385,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,69957.28,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,63097.245,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,150.77,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,753.85,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26123,Newaygo County,2022,42.518,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,19175.618,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,16879.646,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,63.777,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,276.367,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26125,Oakland County,2022,1292.102,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,530407.871,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,489060.607,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1938.153,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7106.561,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26127,Oceana County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,10227.168,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8847.846,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,11.214,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,257.922,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26129,Ogemaw County,2022,7.482,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6756.246,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6247.47,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,22.446,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,149.64,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26131,Ontonagon County,2022,5.976,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1719.096,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1551.768,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3.984,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,73.704,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26133,Osceola County,2022,62.447,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8118.11,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7163.563,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,17.842,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,249.788,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26135,Oscoda County,2022,146.826,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2158.886,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1930.49,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2.719,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,65.256,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26137,Otsego County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,10399.851,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8925.675,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,57.585,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,115.17,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26139,Ottawa County,2022,603.06,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,132673.2,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,120310.47,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,753.825,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3919.89,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26141,Presque Isle County,2022,27.684,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3954.198,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3585.078,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,73.824,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26143,Roscommon County,2022,31.516,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6799.577,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5751.67,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,23.637,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,189.096,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26145,Saginaw County,2022,159.544,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,71395.94,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,64455.776,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,319.088,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1675.212,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26147,St. Clair County,2022,71.975,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,65929.1,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,59451.35,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,575.8,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,863.7,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26149,St. Joseph County,2022,326.868,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,24406.144,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,20320.294,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,27.239,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,626.497,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26151,Sanilac County,2022,51.105,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,14905.625,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13202.125,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,34.07,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,647.33,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26153,Schoolcraft County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2855.275,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2624.96,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9.465,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,173.525,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26155,Shiawassee County,2022,62.908,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,28623.14,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,25666.464,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,62.908,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,440.356,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26157,Tuscola County,2022,22.372,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,20850.704,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,18747.736,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,67.116,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,290.836,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26159,Van Buren County,2022,101.622,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,30046.238,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,26523.342,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,67.748,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,745.228,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26161,Washtenaw County,2022,2028.587,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,129091.9,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,116920.378,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7192.263,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,11987.105,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26163,Wayne County,2022,2227.293,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,619187.454,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,553111.095,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,17075.913,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,12621.327,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/26165,Wexford County,2022,110.792,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,12477.949,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,10774.522,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,69.245,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,373.923,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27001,Aitkin County,2022,23.76,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5060.88,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4544.1,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5.94,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,142.56,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27003,Anoka County,2022,190.371,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,158579.043,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,145633.815,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3045.936,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1713.339,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27005,Becker County,2022,48.756,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13862.956,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,12465.284,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,97.512,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,487.56,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27007,Beltrami County,2022,42.014,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,18108.034,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,15860.285,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,294.098,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,735.245,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27009,Benton County,2022,22.016,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,19550.208,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,17965.056,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,154.112,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,682.496,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27011,Big Stone County,2022,2.256,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1901.808,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1761.936,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,27.072,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,124.08,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27013,Blue Earth County,2022,74.636,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,32168.116,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,28884.132,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,634.406,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1044.904,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27015,Brown County,2022,39.942,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,11703.006,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,10890.852,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,53.256,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,426.048,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27017,Carlton County,2022,32.908,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,14627.606,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13278.378,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,49.362,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,411.35,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27019,Carver County,2022,58.029,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,45262.62,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,42012.996,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,638.319,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,696.348,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27021,Cass County,2022,50.812,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,10645.114,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9324.002,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,76.218,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,470.011,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27023,Chippewa County,2022,5.806,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5184.758,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4621.576,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,17.418,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,209.016,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27025,Chisago County,2022,58.806,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,25227.774,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,22581.504,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,294.03,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,294.03,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27027,Clay County,2022,167.77,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,28621.562,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,25735.918,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,335.54,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,939.512,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27029,Clearwater County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3057.48,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2721.336,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7.152,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,189.528,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27031,Cook County,2022,11.032,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1897.504,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1663.074,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,27.58,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,256.494,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27033,Cottonwood County,2022,15.693,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4441.119,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4043.563,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,240.626,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27035,Crow Wing County,2022,61.09,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,26451.97,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,23611.285,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,122.18,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,580.355,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27037,Dakota County,2022,471.91,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,187820.18,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,170123.555,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5191.01,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3067.415,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27039,Dodge County,2022,22.59,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9871.83,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8697.15,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,79.065,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,146.835,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27041,Douglas County,2022,116.652,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,16856.214,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,15573.042,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,19.442,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,408.282,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27043,Faribault County,2022,13.456,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5846.632,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5389.128,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,26.912,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,255.664,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27045,Fillmore County,2022,10.541,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8727.948,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7694.93,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,105.41,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,484.886,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27047,Freeborn County,2022,86.64,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,12793.84,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,11710.84,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,28.88,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,418.76,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27049,Goodhue County,2022,47.194,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,20458.599,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,18830.406,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,330.358,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,471.94,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27051,Grant County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2334.16,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2162.32,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5.728,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,108.832,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27053,Hennepin County,2022,7600.219,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,488486.803,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,442885.489,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,33164.592,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,21418.799,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27055,Houston County,2022,9.853,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8483.433,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7665.634,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,19.706,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,216.766,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27057,Hubbard County,2022,37.608,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8010.504,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7154.922,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,56.412,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,131.628,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27059,Isanti County,2022,62.097,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,18028.829,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,16497.103,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,124.194,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,289.786,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27061,Itasca County,2022,75.12,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,16394.94,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,14310.36,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,187.8,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,338.04,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/27063,Jackson County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4414.05,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3993.417,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,25.965,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,358.317,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
